url,filename,date,knesset_num,title
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_9.pdf,hachlatot17_9.pdf,2007-02-27,17,"החלטת ועדת האתיקה בענין קובלנתה של חה""כ נאדיה חילו נגד חה""כ אסתרינה טרטמן"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_12.pdf,hachlatot17_12.pdf,2007-03-12,17,"החלטת ועדת האתיקה בענין קובלנתו של חה""כ יורם מרציאנו"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_13.pdf,hachlatot17_13.pdf,2007-03-13,17,"החלטת ועדת האתיקה בענין קובלנתו של ועד העוזרים הפרלמנטריים נגד חה""כ משה שרוני"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_15.pdf,hachlatot17_15.pdf,2007-03-21,17,"החלטת ועדת האתיקה בענין קובלנותיהם של חה""כ רן כהן והתנועה למען איכות השלטון נגד חברת הכנסת אסתרינה טרטמן"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_14.pdf,hachlatot17_14.pdf,2007-03-21,17,החלטת ועדת האתיקה בעניין משיכת חתימותיהם של חברי הכנסת
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_16.pdf,hachlatot17_16.pdf,2007-06-05,17,החלטת ועדת האתיקה בענין השתתפות חברי הכנסת באירועי תרבות
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_17.pdf,hachlatot17_17.pdf,2007-06-26,17,"החלטת ועדת האתיקה בעניין היעדרות חברי הכנסת מישיבות הכנסת בכנס החורף התשס""ז-2006"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_19.pdf,hachlatot17_19.pdf,2007-07-03,17,החלטת ועדת האתיקה בענין קובלנתו של הרב גלעד קריב נגד חבר הכנסת משה גפני
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_18.pdf,hachlatot17_18.pdf,2007-07-03,17,החלטת ועדת האתיקה בענין פניית היועץ המשפטי לממשלה בנוגע לכהונת חבר הכנסת יואל חסון כנשיא הקונגרס הציוניהחלטה עקרונית בנושא כהונת חברי הכנסת בתפקידים בהסתדרות הציונית העולמית
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_20.pdf,hachlatot17_20.pdf,2007-07-10,17,"החלטת ועדת האתיקה בעניין קובלנותיהם של חה""כ אריה אלדד, עמותת אומ""ץ והפורום המשפטי למען ארץ-ישראל נגד חבר הכנסת לשעבר, הנשיא הנבחר שמעון פרס"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_21.pdf,hachlatot17_21.pdf,2007-07-23,17,"החלטת ועדת האתיקה בענין קובלנותו של חה""כ ואסל טאהא נגד השר, חה""כ אביגדור ליברמן"
https://main.knesset.gov.il/Activity/committees/Ethics/Documents/hachlatot17_23.pdf,hachlatot17_23.pdf,2007-11-07,17,"החלטת ועדת האתיקה בענין קובלנותו של השופט משה גל, מנהל בתי המשפט ונשיא בית-משפט מחוזי נגד חבר הכנסת משה שרוני"
